Date,AAPL,JD,AMZN,BABA,SPY
2023-01-05 00:00:00+00:00,125.02,65.9,83.12,104.58,379.38
2023-01-06 00:00:00+00:00,129.62,64.3,86.08,107.4,388.08
2023-01-09 00:00:00+00:00,130.15,63.13,87.36,110.83,387.86
2023-01-10 00:00:00+00:00,130.73,63.65,89.87,114.88,390.58
2023-01-11 00:00:00+00:00,133.49,63.04,95.09,115.02,395.52
2023-01-12 00:00:00+00:00,133.41,63.17,95.27,113.15,396.96
2023-01-13 00:00:00+00:00,134.76,63.6,98.12,117.01,398.5
2023-01-17 00:00:00+00:00,135.94,59.96,96.05,115.19,397.77
2023-01-18 00:00:00+00:00,135.21,58.52,95.46,113.22,391.49
2023-01-19 00:00:00+00:00,135.27,59.42,93.68,116.58,388.64
2023-01-20 00:00:00+00:00,137.87,60.43,97.25,119.86,395.88
2023-01-23 00:00:00+00:00,141.11,61.06,97.52,119.53,400.63
2023-01-24 00:00:00+00:00,142.53,61.62,96.32,119.44,400.2
2023-01-25 00:00:00+00:00,141.86,61.38,97.18,120.25,400.35
2023-01-26 00:00:00+00:00,143.96,63.11,99.22,120.57,404.75
2023-01-27 00:00:00+00:00,145.93,63.74,102.24,118.38,405.68
2023-01-30 00:00:00+00:00,143.0,59.83,100.55,111.2,400.59
2023-01-31 00:00:00+00:00,144.29,59.53,103.13,110.2,406.48
2023-02-01 00:00:00+00:00,145.43,60.47,105.15,112.82,410.8
2023-02-02 00:00:00+00:00,150.82,59.31,112.91,109.74,416.78
2023-02-03 00:00:00+00:00,154.5,57.63,103.39,106.33,412.35
2023-02-06 00:00:00+00:00,151.73,56.73,102.18,105.45,409.83
2023-02-07 00:00:00+00:00,154.65,57.09,102.11,105.5,415.19
2023-02-08 00:00:00+00:00,151.92,55.35,100.05,105.11,410.65
2023-02-09 00:00:00+00:00,150.87,55.45,98.24,108.46,407.09
2023-02-10 00:00:00+00:00,151.01,52.29,97.61,103.65,408.04
2023-02-13 00:00:00+00:00,153.85,52.43,99.54,104.79,412.83
2023-02-14 00:00:00+00:00,153.2,52.32,99.7,104.22,412.64
2023-02-15 00:00:00+00:00,155.33,52.23,101.16,103.08,413.98
2023-02-16 00:00:00+00:00,153.71,54.1,98.15,103.11,408.28
2023-02-17 00:00:00+00:00,152.55,53.02,97.2,100.01,407.26
2023-02-21 00:00:00+00:00,148.48,47.17,94.58,95.1,399.09
2023-02-22 00:00:00+00:00,148.91,46.53,95.79,94.78,398.54
2023-02-23 00:00:00+00:00,149.4,46.65,95.82,94.16,400.66
2023-02-24 00:00:00+00:00,146.71,44.8,93.5,89.0,396.38
2023-02-27 00:00:00+00:00,147.92,44.74,93.76,89.25,397.73
2023-02-28 00:00:00+00:00,147.41,44.44,94.23,87.79,396.26
2023-03-01 00:00:00+00:00,145.31,45.73,92.17,89.95,394.74
2023-03-02 00:00:00+00:00,145.91,47.07,92.13,89.75,397.81
2023-03-03 00:00:00+00:00,151.03,47.46,94.9,89.7,404.19
2023-03-06 00:00:00+00:00,153.83,47.92,93.75,89.62,404.47
2023-03-07 00:00:00+00:00,151.6,46.57,93.55,88.73,398.27
2023-03-08 00:00:00+00:00,152.87,46.98,93.92,86.95,398.92
2023-03-09 00:00:00+00:00,150.59,41.68,92.25,83.37,391.56
2023-03-10 00:00:00+00:00,148.5,40.47,90.73,82.96,385.91
2023-03-13 00:00:00+00:00,150.47,40.11,92.43,82.9,385.36
2023-03-14 00:00:00+00:00,152.59,40.44,94.88,83.85,391.73
2023-03-15 00:00:00+00:00,152.99,39.34,96.2,81.51,389.28
2023-03-16 00:00:00+00:00,155.85,39.79,100.04,82.22,396.11
2023-03-17 00:00:00+00:00,155.0,38.83,98.95,81.67,389.99
2023-03-20 00:00:00+00:00,157.4,38.66,97.71,81.0,393.74
2023-03-21 00:00:00+00:00,159.28,39.54,100.61,83.7,398.91
2023-03-22 00:00:00+00:00,157.83,38.5,98.7,83.65,392.11
2023-03-23 00:00:00+00:00,158.93,40.07,98.71,86.52,393.17
2023-03-24 00:00:00+00:00,160.25,40.29,98.13,86.9,395.75
2023-03-27 00:00:00+00:00,158.28,39.78,98.04,86.12,396.49
2023-03-28 00:00:00+00:00,157.65,41.55,97.24,98.4,395.6
2023-03-29 00:00:00+00:00,160.77,41.18,100.25,99.92,401.35
2023-03-30 00:00:00+00:00,162.36,44.4,102.0,103.38,403.7
2023-03-31 00:00:00+00:00,164.9,43.89,103.29,102.18,409.39
2023-04-03 00:00:00+00:00,166.17,42.4,102.41,98.39,410.95
2023-04-04 00:00:00+00:00,165.63,41.84,103.95,100.72,408.67
2023-04-05 00:00:00+00:00,163.76,40.5,101.1,98.55,407.6
2023-04-06 00:00:00+00:00,164.66,40.77,102.05,102.74,409.19
2023-04-10 00:00:00+00:00,162.03,39.97,102.17,101.54,409.61
2023-04-11 00:00:00+00:00,160.8,40.01,99.92,99.76,409.72
2023-04-12 00:00:00+00:00,160.1,36.95,97.83,93.84,408.05
2023-04-13 00:00:00+00:00,165.56,37.45,102.4,96.17,413.47
2023-04-14 00:00:00+00:00,165.21,36.85,102.51,94.55,412.46
2023-04-17 00:00:00+00:00,165.23,38.05,102.74,96.42,413.94
2023-04-18 00:00:00+00:00,166.47,37.73,102.3,95.49,414.21
2023-04-19 00:00:00+00:00,167.63,37.1,104.3,93.49,414.14
2023-04-20 00:00:00+00:00,166.65,36.19,103.81,90.74,411.88
2023-04-21 00:00:00+00:00,165.02,35.63,106.96,89.13,412.2
2023-04-24 00:00:00+00:00,165.33,34.68,106.21,86.89,412.63
2023-04-25 00:00:00+00:00,163.77,33.7,102.57,82.92,406.08
2023-04-26 00:00:00+00:00,163.76,34.23,104.98,82.82,404.36
2023-04-27 00:00:00+00:00,168.41,34.75,109.82,84.47,412.41
2023-04-28 00:00:00+00:00,169.68,35.72,105.45,84.69,415.93
2023-05-01 00:00:00+00:00,169.59,35.49,102.05,84.16,415.51
2023-05-02 00:00:00+00:00,168.54,34.23,103.63,81.53,410.84
2023-05-03 00:00:00+00:00,167.46,34.69,103.655,81.48,408.02
2023-05-04 00:00:00+00:00,165.79,35.78,104.0,82.49,405.13
2023-05-05 00:00:00+00:00,173.57,35.88,105.655,83.22,412.63
2023-05-08 00:00:00+00:00,173.5,35.9,105.83,83.31,412.74
2023-05-09 00:00:00+00:00,171.77,35.62,106.62,82.22,410.93
2023-05-10 00:00:00+00:00,173.555,35.1,110.19,82.95,412.85
2023-05-11 00:00:00+00:00,173.75,37.63,112.18,87.89,412.13
2023-05-12 00:00:00+00:00,172.57,35.3,110.26,85.34,411.59
2023-05-15 00:00:00+00:00,172.07,37.67,111.2,88.34,413.01
2023-05-16 00:00:00+00:00,172.07,37.92,113.4,88.76,410.25
2023-05-17 00:00:00+00:00,172.69,37.34,115.5,90.68,415.23
2023-05-18 00:00:00+00:00,175.05,35.8,118.15,85.77,419.23
2023-05-19 00:00:00+00:00,175.16,35.06,116.25,83.98,418.62
2023-05-22 00:00:00+00:00,174.2,35.99,115.01,86.1,418.79
2023-05-23 00:00:00+00:00,171.56,35.04,114.99,82.88,414.09
2023-05-24 00:00:00+00:00,171.84,33.88,116.75,81.21,411.09
2023-05-25 00:00:00+00:00,172.99,32.44,115.0,78.78,414.65
2023-05-26 00:00:00+00:00,175.43,33.1,120.11,80.97,420.02
2023-05-30 00:00:00+00:00,177.3,32.1,121.66,78.67,420.18
2023-05-31 00:00:00+00:00,177.25,32.6,120.58,79.55,417.85
2023-06-01 00:00:00+00:00,180.09,34.53,122.77,83.0,421.82
2023-06-02 00:00:00+00:00,180.95,35.43,124.25,84.27,427.92
2023-06-05 00:00:00+00:00,179.58,36.29,125.3,84.4,427.1
2023-06-06 00:00:00+00:00,179.21,37.75,126.61,86.7,428.03
2023-06-07 00:00:00+00:00,177.82,36.95,121.23,85.28,426.55
2023-06-08 00:00:00+00:00,180.57,37.24,124.25,86.14,429.13
2023-06-09 00:00:00+00:00,180.96,36.58,123.43,85.5,429.9
2023-06-12 00:00:00+00:00,183.79,36.7,126.57,85.86,433.8
2023-06-13 00:00:00+00:00,183.31,37.99,126.66,87.51,436.66
2023-06-14 00:00:00+00:00,183.95,38.64,126.42,89.36,437.18
2023-06-15 00:00:00+00:00,186.01,39.96,127.11,92.2,442.6
2023-06-16 00:00:00+00:00,184.92,39.85,125.49,92.1,439.46
2023-06-20 00:00:00+00:00,185.01,37.17,125.78,87.93,437.18
2023-06-21 00:00:00+00:00,183.96,36.59,124.83,86.77,434.94
2023-06-22 00:00:00+00:00,187.0,36.59,130.15,86.89,436.51
2023-06-23 00:00:00+00:00,186.68,34.87,129.33,84.92,433.21
2023-06-26 00:00:00+00:00,185.27,34.97,127.33,85.47,431.44
2023-06-27 00:00:00+00:00,188.06,35.75,129.18,87.13,436.17
2023-06-28 00:00:00+00:00,189.25,34.79,129.04,84.59,436.39
2023-06-29 00:00:00+00:00,189.59,34.02,127.9,83.55,438.11
2023-06-30 00:00:00+00:00,193.97,34.13,130.36,83.35,443.28
2023-07-03 00:00:00+00:00,192.46,35.15,130.22,84.07,443.79
2023-07-05 00:00:00+00:00,191.33,35.2,130.38,84.3,443.13
2023-07-06 00:00:00+00:00,191.81,34.08,128.36,83.84,439.66
2023-07-07 00:00:00+00:00,190.68,35.76,129.78,90.55,438.55
2023-07-10 00:00:00+00:00,188.61,35.95,127.13,90.56,439.66
2023-07-11 00:00:00+00:00,188.08,36.02,128.78,91.79,442.46
2023-07-12 00:00:00+00:00,189.77,37.41,130.8,94.0,446.02
2023-07-13 00:00:00+00:00,190.54,39.36,134.3,96.61,449.56
2023-07-14 00:00:00+00:00,190.69,38.14,134.68,94.56,449.28
2023-07-17 00:00:00+00:00,193.99,37.78,133.56,93.41,450.84
2023-07-18 00:00:00+00:00,193.73,36.06,132.83,91.2,454.19
2023-07-19 00:00:00+00:00,195.1,36.41,135.36,92.09,455.2
2023-07-20 00:00:00+00:00,193.13,36.67,129.96,91.9,452.18
2023-07-21 00:00:00+00:00,191.94,37.07,130.0,92.17,452.18
2023-07-24 00:00:00+00:00,192.75,38.36,128.8,96.35,454.2
2023-07-25 00:00:00+00:00,193.62,38.53,129.13,94.98,455.44
2023-07-26 00:00:00+00:00,194.5,39.13,128.15,97.14,455.51
2023-07-27 00:00:00+00:00,193.22,37.98,128.25,95.44,452.49
2023-07-28 00:00:00+00:00,195.83,40.53,132.21,100.55,456.92
2023-07-31 00:00:00+00:00,196.455,41.325,133.73,102.16,457.79
2023-08-01 00:00:00+00:00,195.605,40.04,131.69,100.1,456.48
2023-08-02 00:00:00+00:00,192.58,38.25,128.21,95.07,450.13
2023-08-03 00:00:00+00:00,191.17,39.56,128.91,97.58,448.84
2023-08-04 00:00:00+00:00,181.99,39.09,139.57,96.9,446.81
2023-08-07 00:00:00+00:00,178.85,38.91,142.22,96.56,450.71
2023-08-08 00:00:00+00:00,179.8,38.05,139.94,94.22,448.75
2023-08-09 00:00:00+00:00,178.19,37.67,137.85,94.85,445.75
2023-08-10 00:00:00+00:00,177.97,38.49,138.56,99.21,445.91
2023-08-11 00:00:00+00:00,177.79,36.46,138.41,95.72,445.65
2023-08-14 00:00:00+00:00,179.46,36.76,140.57,93.46,448.11
2023-08-15 00:00:00+00:00,177.45,35.97,137.67,91.59,442.89
2023-08-16 00:00:00+00:00,176.57,34.88,135.07,89.12,439.64
2023-08-17 00:00:00+00:00,174.0,34.76,133.98,90.65,436.29
2023-08-18 00:00:00+00:00,174.49,33.11,133.22,88.03,436.5
2023-08-21 00:00:00+00:00,175.84,33.22,134.68,88.57,439.34
2023-08-22 00:00:00+00:00,177.23,33.28,134.25,88.08,438.15
2023-08-23 00:00:00+00:00,181.12,33.81,135.52,89.84,443.03
2023-08-24 00:00:00+00:00,176.38,33.02,131.84,89.11,436.89
2023-08-25 00:00:00+00:00,178.61,32.96,133.26,89.82,439.97
2023-08-28 00:00:00+00:00,180.19,33.81,133.14,92.24,442.76
2023-08-29 00:00:00+00:00,184.12,34.5,134.91,94.03,449.16
2023-08-30 00:00:00+00:00,187.65,33.97,135.07,93.65,451.01
2023-08-31 00:00:00+00:00,187.87,33.21,138.01,92.9,450.35
2023-09-01 00:00:00+00:00,189.46,34.1,138.12,95.01,451.19
2023-09-05 00:00:00+00:00,189.7,34.26,137.27,94.65,449.24
2023-09-06 00:00:00+00:00,182.91,33.79,135.36,94.45,446.22
2023-09-07 00:00:00+00:00,177.56,32.34,137.85,89.97,444.85
2023-09-08 00:00:00+00:00,178.18,32.4,138.23,90.05,445.52
2023-09-11 00:00:00+00:00,179.36,31.92,143.1,88.71,448.45
2023-09-12 00:00:00+00:00,176.3,31.73,141.23,88.3,445.99
2023-09-13 00:00:00+00:00,174.21,31.69,144.85,87.64,446.51
2023-09-14 00:00:00+00:00,175.74,31.72,144.72,88.0,450.36
2023-09-15 00:00:00+00:00,175.01,31.57,140.39,87.07,443.37
2023-09-18 00:00:00+00:00,177.97,31.12,139.98,87.02,443.63
2023-09-19 00:00:00+00:00,179.07,30.64,137.63,87.11,442.71
2023-09-20 00:00:00+00:00,175.49,30.35,135.29,85.74,438.64
2023-09-21 00:00:00+00:00,173.93,29.81,129.33,84.11,431.39
2023-09-22 00:00:00+00:00,174.79,30.41,129.12,88.3,430.42
2023-09-25 00:00:00+00:00,176.08,29.78,131.27,87.22,432.23
2023-09-26 00:00:00+00:00,171.96,29.03,125.98,85.91,425.88
2023-09-27 00:00:00+00:00,170.43,28.95,125.98,86.19,426.05
2023-09-28 00:00:00+00:00,170.69,28.55,125.98,85.54,428.52
2023-09-29 00:00:00+00:00,171.21,29.13,127.12,86.74,427.48
2023-10-02 00:00:00+00:00,173.75,29.07,129.46,86.53,427.31
2023-10-03 00:00:00+00:00,172.4,28.46,124.72,84.54,421.59
2023-10-04 00:00:00+00:00,173.66,28.39,127.0,84.08,424.66
2023-10-05 00:00:00+00:00,174.91,28.65,125.96,83.67,424.5
2023-10-06 00:00:00+00:00,177.49,29.61,127.96,86.06,429.54
2023-10-09 00:00:00+00:00,178.99,29.23,128.26,84.85,432.29
2023-10-10 00:00:00+00:00,178.39,30.27,129.48,87.17,434.54
2023-10-11 00:00:00+00:00,179.8,30.34,131.83,87.78,436.32
2023-10-12 00:00:00+00:00,180.71,27.83,132.33,84.51,433.66
2023-10-13 00:00:00+00:00,178.85,27.05,129.79,84.02,431.5
2023-10-16 00:00:00+00:00,178.72,27.64,132.55,84.31,436.04
2023-10-17 00:00:00+00:00,177.15,26.65,131.47,83.91,436.02
2023-10-18 00:00:00+00:00,175.84,25.88,128.13,83.01,430.21
2023-10-19 00:00:00+00:00,175.46,25.07,128.4,81.61,426.43
2023-10-20 00:00:00+00:00,172.88,24.38,125.17,79.94,421.19
2023-10-23 00:00:00+00:00,173.0,24.8,126.56,80.51,420.46
2023-10-24 00:00:00+00:00,173.44,25.25,128.56,82.87,423.63
2023-10-25 00:00:00+00:00,171.1,25.12,121.39,81.03,417.55
2023-10-26 00:00:00+00:00,166.89,25.92,119.57,82.51,412.55
2023-10-27 00:00:00+00:00,168.22,25.65,127.74,82.82,410.68
2023-10-30 00:00:00+00:00,170.29,25.94,132.71,83.14,415.59
2023-10-31 00:00:00+00:00,170.77,25.42,133.09,82.54,418.2
2023-11-01 00:00:00+00:00,173.97,25.33,137.0,82.48,422.66
2023-11-02 00:00:00+00:00,177.57,25.81,138.07,83.41,430.76
2023-11-03 00:00:00+00:00,176.65,26.94,138.6,85.31,434.69
2023-11-06 00:00:00+00:00,179.23,27.11,139.74,85.36,435.69
2023-11-07 00:00:00+00:00,181.82,26.82,142.71,85.41,436.93
2023-11-08 00:00:00+00:00,182.89,26.45,142.08,84.8,437.25
2023-11-09 00:00:00+00:00,182.41,25.75,140.6,82.73,433.84
2023-11-10 00:00:00+00:00,186.4,25.76,143.56,82.75,440.61
2023-11-13 00:00:00+00:00,184.8,25.75,142.59,82.26,440.19
2023-11-14 00:00:00+00:00,187.44,26.71,145.8,83.87,448.73
2023-11-15 00:00:00+00:00,188.01,28.59,143.2,87.07,449.68
2023-11-16 00:00:00+00:00,189.71,28.08,142.83,79.11,450.23
2023-11-17 00:00:00+00:00,189.69,27.61,145.18,77.6,450.79
2023-11-20 00:00:00+00:00,191.45,28.55,146.13,78.46,454.26
2023-11-21 00:00:00+00:00,190.64,28.08,143.9,78.94,453.27
2023-11-22 00:00:00+00:00,191.31,28.31,146.71,78.96,455.02
2023-11-24 00:00:00+00:00,189.97,28.76,146.74,78.49,455.3
2023-11-27 00:00:00+00:00,189.79,28.34,147.73,77.53,454.48
2023-11-28 00:00:00+00:00,190.4,28.16,147.03,76.74,454.93
2023-11-29 00:00:00+00:00,189.37,27.44,146.32,74.67,454.61
2023-11-30 00:00:00+00:00,189.95,27.43,146.09,74.88,456.4
2023-12-01 00:00:00+00:00,191.24,27.16,147.03,73.99,459.1
2023-12-04 00:00:00+00:00,189.43,26.59,144.84,73.03,456.69
2023-12-05 00:00:00+00:00,193.42,26.12,146.88,72.38,456.6
2023-12-06 00:00:00+00:00,192.32,26.6,144.52,71.49,454.76
2023-12-07 00:00:00+00:00,194.27,26.93,146.88,72.33,458.23
2023-12-08 00:00:00+00:00,195.71,26.45,147.42,72.14,460.2
2023-12-11 00:00:00+00:00,193.18,25.6,145.89,71.37,461.99
2023-12-12 00:00:00+00:00,194.71,25.18,147.48,71.39,464.1
2023-12-13 00:00:00+00:00,197.96,25.29,148.84,71.46,470.5
2023-12-14 00:00:00+00:00,198.11,26.24,147.42,72.51,472.01
2023-12-15 00:00:00+00:00,197.57,27.41,149.97,74.51,469.33
2023-12-18 00:00:00+00:00,195.89,26.64,154.07,73.84,471.97
2023-12-19 00:00:00+00:00,196.94,27.6,153.79,75.39,474.84
2023-12-20 00:00:00+00:00,194.83,26.43,152.12,73.35,468.26
2023-12-21 00:00:00+00:00,194.68,27.98,153.84,76.26,472.7
2023-12-22 00:00:00+00:00,193.6,27.59,153.42,75.28,473.65
2023-12-26 00:00:00+00:00,193.05,27.61,153.41,75.85,475.65
2023-12-27 00:00:00+00:00,193.15,27.75,153.34,76.11,476.51
2023-12-28 00:00:00+00:00,193.58,28.51,153.38,77.24,476.69
2023-12-29 00:00:00+00:00,192.53,28.89,151.94,77.51,475.31
2024-01-02 00:00:00+00:00,185.64,27.2,149.93,74.76,472.65
2024-01-03 00:00:00+00:00,184.25,27.47,148.47,76.59,468.79
2024-01-04 00:00:00+00:00,181.91,27.16,144.57,74.66,467.28
2024-01-05 00:00:00+00:00,181.18,26.68,145.24,73.01,467.92
2024-01-08 00:00:00+00:00,185.56,25.96,149.1,72.88,474.6
2024-01-09 00:00:00+00:00,185.14,25.32,151.37,72.02,473.88
2024-01-10 00:00:00+00:00,186.19,25.28,153.73,71.41,476.56
2024-01-11 00:00:00+00:00,185.59,25.39,155.18,72.38,476.35
2024-01-12 00:00:00+00:00,185.92,24.7,154.62,71.84,476.68
2024-01-16 00:00:00+00:00,183.63,23.58,153.16,69.46,474.93
2024-01-17 00:00:00+00:00,182.68,22.42,151.71,68.93,472.29
2024-01-18 00:00:00+00:00,188.63,22.02,153.5,68.05,476.49
2024-01-19 00:00:00+00:00,191.56,22.29,155.34,69.42,482.43
2024-01-22 00:00:00+00:00,193.89,21.66,154.78,68.63,483.45
2024-01-23 00:00:00+00:00,195.18,23.22,156.02,74.02,484.86
2024-01-24 00:00:00+00:00,194.5,23.6,156.87,75.2,485.39
2024-01-25 00:00:00+00:00,194.17,23.93,157.75,73.85,488.03
2024-01-26 00:00:00+00:00,192.42,23.86,159.12,74.01,487.41
2024-01-29 00:00:00+00:00,191.73,23.46,161.26,73.58,491.27
2024-01-30 00:00:00+00:00,188.04,22.75,159.0,72.32,490.89
2024-01-31 00:00:00+00:00,184.4,22.55,155.24,72.17,482.88
2024-02-01 00:00:00+00:00,186.86,22.22,159.28,72.46,489.2
2024-02-02 00:00:00+00:00,185.85,21.78,171.81,71.85,494.35
2024-02-05 00:00:00+00:00,187.68,22.39,170.31,74.63,492.55
2024-02-06 00:00:00+00:00,189.3,24.11,169.15,78.23,493.98
2024-02-07 00:00:00+00:00,189.41,23.05,170.53,73.64,498.1
2024-02-08 00:00:00+00:00,188.32,22.05,169.84,70.78,498.32
2024-02-09 00:00:00+00:00,188.85,22.38,174.45,72.02,501.2
2024-02-12 00:00:00+00:00,187.15,22.89,172.34,73.14,500.98
2024-02-13 00:00:00+00:00,185.1068,22.125,168.68,71.6,497.09
2024-02-14 00:00:00+00:00,184.15,23.14,170.98,73.39,498.57
2024-02-15 00:00:00+00:00,183.86,23.56,169.8,73.82,502.01
2024-02-16 00:00:00+00:00,182.31,24.21,169.51,73.91,499.51
2024-02-20 00:00:00+00:00,181.56,23.23,167.08,73.14,496.76
2024-02-21 00:00:00+00:00,182.32,23.79,168.59,75.58,497.21
2024-02-22 00:00:00+00:00,184.37,23.96,174.58,76.12,507.5
2024-02-23 00:00:00+00:00,182.52,23.9,174.99,75.96,507.85
2024-02-26 00:00:00+00:00,181.16,23.7,174.73,76.51,505.99
2024-02-27 00:00:00+00:00,182.63,24.08,173.54,77.68,506.93
2024-02-28 00:00:00+00:00,181.42,22.81,173.16,74.59,506.26
2024-02-29 00:00:00+00:00,180.75,22.62,176.76,74.03,508.08
2024-03-01 00:00:00+00:00,179.66,23.0,178.22,74.62,512.85
2024-03-04 00:00:00+00:00,175.1,21.88,177.58,72.0,512.3
2024-03-05 00:00:00+00:00,170.18,21.45,174.11,72.07,507.18
2024-03-06 00:00:00+00:00,169.12,24.91,173.51,73.71,509.75
2024-03-07 00:00:00+00:00,169.11,24.0,176.87,72.54,514.81
2024-03-08 00:00:00+00:00,170.79,24.765,175.34,73.55,511.72
2024-03-11 00:00:00+00:00,172.75,26.07,171.96,74.86,511.28
2024-03-12 00:00:00+00:00,173.23,27.37,175.42,76.06,516.78
2024-03-13 00:00:00+00:00,171.13,28.01,176.555,76.39,515.97
2024-03-14 00:00:00+00:00,173.0,27.05,178.75,73.4,514.95
2024-03-15 00:00:00+00:00,172.62,27.45,174.42,73.42,509.67
2024-03-18 00:00:00+00:00,173.72,27.85,174.48,73.52,512.85
2024-03-19 00:00:00+00:00,176.08,27.59,175.9,73.42,515.77
2024-03-20 00:00:00+00:00,178.67,28.14,178.15,74.18,520.42
2024-03-21 00:00:00+00:00,171.37,27.05,178.15,73.83,522.2
2024-03-22 00:00:00+00:00,172.28,26.5,178.87,72.13,521.21
2024-03-25 00:00:00+00:00,170.85,26.8,179.71,71.46,519.77
2024-03-26 00:00:00+00:00,169.71,26.36,178.3,71.48,518.81
2024-03-27 00:00:00+00:00,173.31,27.23,179.83,71.59,523.16
2024-03-28 00:00:00+00:00,171.48,27.39,180.38,72.36,523.21
2024-04-01 00:00:00+00:00,170.03,27.76,180.97,73.37,522.16
2024-04-02 00:00:00+00:00,168.84,27.81,180.69,72.88,518.86
2024-04-03 00:00:00+00:00,169.65,27.27,182.41,72.44,519.46
2024-04-04 00:00:00+00:00,168.89,26.12,180.04,71.95,513.12
2024-04-05 00:00:00+00:00,169.58,26.02,185.07,71.66,518.43
2024-04-08 00:00:00+00:00,168.45,25.94,185.19,71.71,518.72
2024-04-09 00:00:00+00:00,169.67,26.7,185.67,72.99,519.28
2024-04-10 00:00:00+00:00,167.78,26.67,185.95,74.59,514.12
2024-04-11 00:00:00+00:00,175.04,26.99,189.05,74.85,518.0
2024-04-12 00:00:00+00:00,176.55,25.39,186.13,71.29,510.84
2024-04-15 00:00:00+00:00,172.69,25.42,183.62,70.62,504.5894
2024-04-16 00:00:00+00:00,169.38,25.06,183.32,69.61,503.46
2024-04-17 00:00:00+00:00,168.0,25.15,181.28,68.82,500.55
2024-04-18 00:00:00+00:00,167.04,25.46,179.22,68.88,499.445
2024-04-19 00:00:00+00:00,165.0,25.51,174.63,69.07,495.16
2024-04-22 00:00:00+00:00,165.84,26.99,177.23,70.68,499.72
2024-04-23 00:00:00+00:00,166.9,27.545,179.54,72.51,505.62
2024-04-24 00:00:00+00:00,169.02,28.27,176.59,74.63,505.46
2024-04-25 00:00:00+00:00,169.89,28.59,173.67,75.11,503.44
2024-04-26 00:00:00+00:00,169.3,30.34,179.62,75.55,508.26
2024-04-29 00:00:00+00:00,173.5,29.89,180.96,76.41,510.06
2024-04-30 00:00:00+00:00,170.33,28.89,175.0,74.85,501.98
2024-05-01 00:00:00+00:00,169.3,29.27,179.0,75.51,500.12
2024-05-02 00:00:00+00:00,173.18,32.64,184.72,80.33,505.01
2024-05-03 00:00:00+00:00,183.38,32.87,186.21,81.33,511.31
2024-05-06 00:00:00+00:00,181.71,32.71,188.7,81.55,516.57
2024-05-07 00:00:00+00:00,182.4,32.13,188.76,79.37,517.19
2024-05-08 00:00:00+00:00,182.74,31.95,188.0,78.46,517.19
2024-05-09 00:00:00+00:00,184.57,32.37,189.5,79.46,520.17
2024-05-10 00:00:00+00:00,183.05,32.2,187.48,80.04,520.84
2024-05-13 00:00:00+00:00,186.28,33.78,186.57,84.6,520.91
2024-05-14 00:00:00+00:00,187.43,33.35,187.07,79.51,523.29
2024-05-15 00:00:00+00:00,189.72,33.62,185.99,80.99,529.76
2024-05-16 00:00:00+00:00,189.865,34.27,183.63,86.7,528.82
2024-05-17 00:00:00+00:00,189.87,35.27,184.7,88.54,529.5
2024-05-20 00:00:00+00:00,191.085,34.75,183.54,88.28,530.06
2024-05-21 00:00:00+00:00,192.35,33.29,183.15,86.13,531.36
2024-05-22 00:00:00+00:00,190.9,32.68,183.13,82.68,529.84
2024-05-23 00:00:00+00:00,186.88,31.2,181.0444,80.8,525.98
2024-05-24 00:00:00+00:00,189.98,30.27,180.75,81.26,529.5
2024-05-28 00:00:00+00:00,189.99,29.89,182.15,80.58,529.81
2024-05-29 00:00:00+00:00,190.29,29.32,182.02,79.06,526.18
2024-05-30 00:00:00+00:00,191.336,30.215,179.39,79.63,522.61
2024-05-31 00:00:00+00:00,192.325,29.62,176.445,78.34,527.14
2024-06-03 00:00:00+00:00,194.03,29.9,178.34,77.9,527.79
2024-06-04 00:00:00+00:00,194.35,30.06,179.34,78.45,528.39
2024-06-05 00:00:00+00:00,195.87,30.59,181.28,79.83,534.63
2024-06-06 00:00:00+00:00,194.5,29.77,184.94,80.01,534.62
2024-06-07 00:00:00+00:00,196.89,29.33,184.3,78.41,534.01
2024-06-10 00:00:00+00:00,193.12,29.59,187.06,79.3,535.66
2024-06-11 00:00:00+00:00,207.15,29.41,187.23,77.9,536.95
2024-06-12 00:00:00+00:00,213.07,29.56,186.89,78.04,541.34
2024-06-13 00:00:00+00:00,214.24,29.4,183.83,75.68,542.45
2024-06-14 00:00:00+00:00,212.49,28.77,183.66,73.35,542.78
2024-06-17 00:00:00+00:00,216.67,29.24,184.06,74.55,547.03
2024-06-18 00:00:00+00:00,214.29,29.05,182.81,74.46,548.49
2024-06-20 00:00:00+00:00,209.68,28.68,186.1,74.35,547.0
2024-06-21 00:00:00+00:00,207.49,28.1,189.08,73.67,544.09
2024-06-24 00:00:00+00:00,208.14,28.36,185.57,74.79,542.67
2024-06-25 00:00:00+00:00,209.07,27.57,186.34,73.79,544.77
2024-06-26 00:00:00+00:00,213.25,27.51,193.61,74.17,545.51
2024-06-27 00:00:00+00:00,214.1,26.26,197.85,72.37,546.42
2024-06-28 00:00:00+00:00,210.62,25.84,193.25,72.0,544.26
2024-07-01 00:00:00+00:00,216.75,25.79,197.2,72.18,545.39
2024-07-02 00:00:00+00:00,220.27,26.09,200.0,73.68,548.98
2024-07-03 00:00:00+00:00,221.55,26.87,197.558,75.57,551.46
2024-07-05 00:00:00+00:00,226.34,26.76,200.0,74.52,554.67
2024-07-08 00:00:00+00:00,227.82,26.47,199.29,73.5,555.32
